,x,y,latitude,longitude,altitude,stopped,time,speed_prev,dir_prev,speed_next,dir_next
1555,406140.75360895094,5059827.362958223,45.68564,13.79466,,1.0,2016-08-07 06:58:38,0.018607187993753188,-2.955578103585248,4.507781375264821,-0.6058144364087559
1556,407252.4247020893,5059057.300789221,45.67886,13.80908,,0.0,2016-08-07 07:03:38,4.507781375264821,-0.6058144364087559,5.327343163821196,-0.585581984710604
1557,408575.47245868866,5058179.887476958,45.67114,13.82623,,0.0,2016-08-07 07:08:36,5.327343163821196,-0.585581984710604,5.709515484250707,-0.9664705392944575
1558,409555.2175312198,5056761.007882547,45.6585,13.83907,,0.0,2016-08-07 07:13:38,5.709515484250707,-0.9664705392944575,1.0970016442346513,-1.1000458191448281
1559,409704.4827997621,5056467.704261229,45.65588,13.84104,,0.0,2016-08-07 07:18:38,1.0970016442346513,-1.1000458191448281,5.897569204302156,-0.6697787281977551
1560,411100.7655364974,5055361.996226454,45.64611,13.85916,,0.0,2016-08-07 07:23:40,5.897569204302156,-0.6697787281977551,1.3675789336382875,-0.7840395393214235
1561,411391.2667167268,5055072.283339511,45.64354,13.86294,,1.0,2016-08-07 07:28:40,1.3675789336382875,-0.7840395393214235,0.02097044825836733,2.951043924684644
1562,411385.04826713586,5055073.482809551,45.64355,13.86286,,1.0,2016-08-07 07:33:42,0.02097044825836733,2.951043924684644,0.058934448373504394,-0.7871664027294385
1563,411399.64958466304,5055058.829763253,45.64342,13.86305,,1.0,2016-08-07 07:39:33,0.058934448373504394,-0.7871664027294385,0.0,0.0
1564,411399.64958466304,5055058.829763253,45.64342,13.86305,,1.0,2016-08-07 07:43:45,0.0,0.0,0.727691006776654,-1.7215275180268825
1565,411366.97759676405,5054843.717168687,45.64148,13.86267,,1.0,2016-08-07 07:48:44,0.727691006776654,-1.7215275180268825,3.431927368515865,-0.5802722271826871
1566,412236.6381843203,5054273.604563088,45.63646,13.87393,,0.0,2016-08-07 07:53:47,3.431927368515865,-0.5802722271826871,3.1957771933145676,-0.42043299491617775
1567,413108.9600090377,5053883.596460314,45.63306,13.88519,,0.0,2016-08-07 07:58:46,3.1957771933145676,-0.42043299491617775,5.071822315731179,-0.6846903131777989
1568,414295.430230038,5052914.904708341,45.62449,13.90058,,0.0,2016-08-07 08:03:48,5.071822315731179,-0.6846903131777989,4.6549270046693705,-0.734957437417616
1569,415331.4204893394,5051978.488523984,45.61619,13.91403,,0.0,2016-08-07 08:08:48,4.6549270046693705,-0.734957437417616,3.3831617557656237,-0.7358819906212147
1570,416088.75539686665,5051292.671439738,45.61011,13.92386,,0.0,2016-08-07 08:13:50,3.3831617557656237,-0.7358819906212147,3.529903657640693,-0.16710141081016086
1571,417126.01463131746,5051117.712465897,45.60866,13.93719,,0.0,2016-08-07 08:18:48,3.529903657640693,-0.16710141081016086,5.9378181771564105,-0.5570735798365001
1572,418653.15142592776,5050166.489050697,45.60028,13.95693,,0.0,2016-08-07 08:23:51,5.9378181771564105,-0.5570735798365001,4.8733728830793375,-0.479555751261387
1573,419950.2483233378,5049491.938584158,45.59436,13.97367,,0.0,2016-08-07 08:28:51,4.8733728830793375,-0.479555751261387,5.520095354156918,-0.8068344680529441
1574,421088.2311230997,5048304.090936224,45.5838,13.98845,,0.0,2016-08-07 08:33:49,5.520095354156918,-0.8068344680529441,4.456630799894182,-0.6483712194983346
1575,422519.78377835685,5047219.492954248,45.5742,14.00697,,0.0,2016-08-07 08:40:32,4.456630799894182,-0.6483712194983346,4.930938943645668,-0.6086292749545625
1576,423316.7477752477,5046664.104280354,45.56929,14.01727,,1.0,2016-08-07 08:43:49,4.930938943645668,-0.6086292749545625,0.005219836676630258,-0.012248581423859645
1577,423318.308389339,5046664.08516409,45.56929,14.01729,,1.0,2016-08-07 08:48:48,0.005219836676630258,-0.012248581423859645,2.1874900344735058,-0.5790878706946627
1578,424021.3534097699,5046204.38823099,45.56523,14.02637,,0.0,2016-08-07 08:55:12,2.1874900344735058,-0.5790878706946627,3.672032535904421,-0.9161969026876231
1579,424515.4399860335,5045560.616647584,45.55949,14.0328,,0.0,2016-08-07 08:58:53,3.672032535904421,-0.9161969026876231,4.918986010703793,-0.45793128559856877
1580,425834.68116955046,5044910.395803773,45.55378,14.0498,,0.0,2016-08-07 09:03:52,4.918986010703793,-0.45793128559856877,5.397733162717981,-0.4337689266684329
1581,427313.8285674638,5044225.26863169,45.54777,14.06885,,0.0,2016-08-07 09:08:54,5.397733162717981,-0.4337689266684329,6.349489547448792,-0.41755949748808346
1582,429049.20963068603,5043455.369386916,45.54102,14.09119,,0.0,2016-08-07 09:13:53,6.349489547448792,-0.41755949748808346,6.986958646898608,-0.32250183652903935
1583,431030.6076314522,5042793.248984358,45.53526,14.11666,,0.0,2016-08-07 09:18:52,6.986958646898608,-0.32250183652903935,6.4486360898723,-0.6811149405554563
1584,432528.52570880135,5041579.175781553,45.52448,14.13601,,0.0,2016-08-07 09:23:51,6.4486360898723,-0.6811149405554563,4.633932545925086,-0.4577782827840414
1585,433775.5678547238,5040964.777163464,45.51907,14.15206,,0.0,2016-08-07 09:28:51,4.633932545925086,-0.4577782827840414,4.665591466986967,-0.6861881483556866
1586,437027.8293294883,5038301.344897935,45.4954,14.19404,,0.0,2016-08-07 09:43:52,4.665591466986967,-0.6861881483556866,3.3169224028280957,-0.499315257035964
1587,437901.4177697321,5037824.87777688,45.49119,14.20528,,0.0,2016-08-07 09:48:52,3.3169224028280957,-0.499315257035964,1.3156854235787976,0.725020369029794
1588,438197.8341439327,5038087.499583015,45.49358,14.20904,,0.0,2016-08-07 09:53:53,1.3156854235787976,0.725020369029794,3.3702164382120166,-0.26187102419679037
1589,439174.4291247653,5037825.746762499,45.49131,14.22157,,0.0,2016-08-07 09:58:53,3.3702164382120166,-0.26187102419679037,1.4936917093616497,-0.6568587498160189
1590,439530.4747407948,5037551.20575935,45.48887,14.22616,,1.0,2016-08-07 10:03:54,1.4936917093616497,-0.6568587498160189,0.0,0.0
1591,439530.4747407948,5037551.20575935,45.48887,14.22616,,1.0,2016-08-07 10:08:54,0.0,0.0,0.007357739826077656,1.5611646731129596
1592,439530.49614235887,5037553.427693711,45.48889,14.22616,,1.0,2016-08-07 10:13:56,0.007357739826077656,1.5611646731129596,5.081323278686971,-0.7220752273497384
1593,440674.4581180107,5036545.887539727,45.47992,14.24092,,0.0,2016-08-07 10:18:56,5.081323278686971,-0.7220752273497384,2.8770817694234245,0.15255247391162155
1594,441519.0276777702,5036675.737582947,45.48116,14.25171,,1.0,2016-08-07 10:23:53,2.8770817694234245,0.15255247391162155,0.07315733500081523,-0.544052477483217
1595,441537.68091071106,5036664.453278634,45.48106,14.25195,,1.0,2016-08-07 10:28:51,0.07315733500081523,-0.544052477483217,0.03912282193671531,-3.05641658959397
